City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions,Date
524,Caucaia,BR,-3.7361,-38.6531,87.8,58,40,18.41,scattered clouds,2021-01-17 16:25:41
525,Lincoln,US,40.8,-96.667,36.0,60,1,17.27,clear sky,2021-01-17 16:29:56
526,Xichang,CN,27.8964,102.2634,42.01,47,96,0.34,light rain,2021-01-17 16:29:58
527,Linxia,CN,35.6003,103.2064,26.04,63,0,1.41,clear sky,2021-01-17 16:29:58
528,Southbridge,US,42.0751,-72.0334,41.0,48,1,8.01,clear sky,2021-01-17 16:29:58
529,Korablino,RU,53.9164,40.0133,-7.28,90,97,4.7,overcast clouds,2021-01-17 16:29:58
530,Babstovo,RU,48.1167,132.4833,-4.65,92,100,3.87,overcast clouds,2021-01-17 16:29:58
531,Chapais,CA,49.7834,-74.8492,24.8,93,90,6.91,light snow,2021-01-17 16:29:59
532,Gudalur,IN,9.6833,77.2667,69.73,83,76,3.0,broken clouds,2021-01-17 16:29:59
533,Adrar,MR,20.5022,-10.0711,74.82,16,80,17.63,broken clouds,2021-01-17 16:29:59
534,Kifri,IQ,34.6959,44.9661,57.6,47,1,6.13,clear sky,2021-01-17 16:29:59
535,Maniitsoq,GL,65.4167,-52.9,20.39,92,100,21.59,light snow,2021-01-17 16:29:59
536,Jojoima,SL,7.8792,-10.7878,92.52,17,2,4.03,clear sky,2021-01-17 16:29:59
537,Sur,OM,22.5667,59.5289,67.15,64,0,1.59,clear sky,2021-01-17 16:29:59
538,Longwy,FR,49.5194,5.7688,35.01,91,100,1.01,overcast clouds,2021-01-17 16:29:59
539,Robertsport,LR,6.7533,-11.3686,82.17,71,0,9.46,clear sky,2021-01-17 16:29:59
540,Bac Lieu,VN,9.285,105.7244,74.52,77,23,12.77,few clouds,2021-01-17 16:29:59
541,Marzuq,YE,14.4,46.4667,66.09,46,53,4.03,broken clouds,2021-01-17 16:29:59
542,Bonfim,BR,3.0833,-59.95,84.2,70,40,13.8,scattered clouds,2021-01-17 16:29:59
543,Kologriv,RU,58.8275,44.3178,-9.56,89,48,3.6,scattered clouds,2021-01-17 16:29:59
544,Saint Augustine,US,29.8947,-81.3145,55.99,43,1,6.91,clear sky,2021-01-17 16:30:00
545,Dalbandin,PK,28.8947,64.4101,58.53,26,0,4.03,clear sky,2021-01-17 16:30:00
546,Alugan,PH,12.2188,125.4808,79.18,86,100,11.48,overcast clouds,2021-01-17 16:30:00
547,Baykit,RU,61.67,96.37,-21.6,82,100,6.17,snow,2021-01-17 16:30:00
548,La Ronge,CA,55.1001,-105.2842,3.2,78,99,8.05,overcast clouds,2021-01-17 16:30:00
549,Kruisfontein,ZA,-34.0033,24.7314,72.0,74,57,4.0,broken clouds,2021-01-17 16:30:00
550,Mayo,US,38.8876,-76.5119,45.0,52,1,11.5,clear sky,2021-01-17 16:30:00
551,Itarema,BR,-2.9248,-39.9167,87.93,57,21,16.08,few clouds,2021-01-17 16:30:00
552,Ubrique,ES,36.6778,-5.446,62.6,55,0,3.44,clear sky,2021-01-17 16:30:00
553,Klaksvik,FO,62.2266,-6.589,39.2,87,75,5.75,broken clouds,2021-01-17 16:30:01
554,Mokolo,CM,10.7398,13.8019,91.4,16,0,7.05,clear sky,2021-01-17 16:30:01
555,Mafinga,TZ,-7.25,35.0667,71.92,79,77,3.02,broken clouds,2021-01-17 16:30:01
556,Prado,BR,-17.3411,-39.2208,83.16,57,3,8.75,clear sky,2021-01-17 16:25:01
557,Natal,BR,-5.795,-35.2094,84.2,65,75,18.41,broken clouds,2021-01-17 16:30:01
558,Miyako,JP,39.6367,141.9525,25.74,86,0,6.53,clear sky,2021-01-17 16:30:01
559,Jerome,US,42.7241,-114.5186,33.8,93,90,8.05,overcast clouds,2021-01-17 16:30:02
560,Peniche,PT,39.3558,-9.3811,61.0,60,53,5.99,broken clouds,2021-01-17 16:30:02
561,Brora,GB,58.0099,-3.8518,42.8,75,75,13.8,broken clouds,2021-01-17 16:30:02
562,Lasa,IT,46.6166,10.7002,33.01,74,90,6.91,light snow,2021-01-17 16:30:02
563,Varkkallai,IN,8.7341,76.7067,82.4,78,20,5.06,mist,2021-01-17 16:30:02
564,Pontianak,ID,-0.0333,109.3333,78.8,89,90,3.44,overcast clouds,2021-01-17 16:30:02
565,Wynyard,AU,-41.0,145.7167,57.52,86,98,12.24,overcast clouds,2021-01-17 16:30:03
566,Armizonskoye,RU,55.9461,67.6736,13.44,95,100,17.47,overcast clouds,2021-01-17 16:30:05
567,Roseburg,US,43.2165,-123.3417,42.8,87,40,4.61,scattered clouds,2021-01-17 16:27:46
568,Mandalgovi,MN,45.7625,106.2708,7.2,83,0,4.7,clear sky,2021-01-17 16:30:05
569,Stornoway,GB,58.2093,-6.3865,43.0,93,40,11.5,scattered clouds,2021-01-17 16:30:06
570,Bajil,YE,15.0584,43.2851,78.51,60,73,7.94,broken clouds,2021-01-17 16:30:06
571,Nivala,FI,63.9167,24.9667,23.43,98,96,4.54,overcast clouds,2021-01-17 16:30:06
572,Port Lincoln,AU,-34.7333,135.8667,58.87,80,61,12.66,broken clouds,2021-01-17 16:30:06
573,Aginskoye,RU,51.1,114.53,-19.37,78,0,5.66,clear sky,2021-01-17 16:30:06
574,Sampang,ID,-7.1872,113.2394,77.0,94,40,3.44,light rain,2021-01-17 16:30:07
575,Bolobo,CD,-2.1667,16.2333,81.37,62,43,1.41,scattered clouds,2021-01-17 16:30:07
576,Bassila,BJ,9.0081,1.6654,95.0,23,21,4.61,few clouds,2021-01-17 16:30:08
577,Kysyl-Syr,RU,63.8986,122.7617,-38.92,81,100,3.0,overcast clouds,2021-01-17 16:30:08
578,Zyryanka,RU,65.75,150.85,-38.06,82,100,3.65,overcast clouds,2021-01-17 16:30:10
579,Merauke,ID,-8.4667,140.3333,80.38,86,100,8.52,moderate rain,2021-01-17 16:30:11
580,Tankhoy,RU,51.5528,105.1306,14.29,89,96,7.36,light snow,2021-01-17 16:30:11
581,Front Royal,US,38.9182,-78.1944,43.0,65,1,4.61,clear sky,2021-01-17 16:30:10
582,Nampula,MZ,-15.1165,39.2666,87.8,55,75,8.05,moderate rain,2021-01-17 16:30:11
583,Shakawe,BW,-18.3667,21.85,71.85,88,100,8.46,light rain,2021-01-17 16:30:11
584,Huilong,CN,31.8111,121.655,37.99,49,0,1.99,clear sky,2021-01-17 16:30:11
585,Raudeberg,NO,61.9875,5.1352,41.0,87,75,20.71,light rain,2021-01-17 16:30:11
586,Usogorsk,RU,63.4106,48.6872,-4.07,90,100,3.71,overcast clouds,2021-01-17 16:30:11
587,Plettenberg Bay,ZA,-34.0527,23.3716,68.16,81,17,10.67,few clouds,2021-01-17 16:30:12
588,Ust-Nera,RU,64.5667,143.2,-38.9,70,39,5.3,scattered clouds,2021-01-17 16:30:12
589,Wanaka,NZ,-44.7,169.15,51.01,81,96,5.01,overcast clouds,2021-01-17 16:30:12
590,Wilmington,US,34.2257,-77.9447,48.0,46,1,6.91,clear sky,2021-01-17 16:26:32
591,Chokwe,MZ,-24.5333,32.9833,77.74,77,100,10.63,overcast clouds,2021-01-17 16:30:12
592,Hirara,JP,24.8,125.2833,59.58,75,98,26.13,overcast clouds,2021-01-17 16:30:13
593,Pochutla,MX,15.7432,-96.4661,81.0,61,40,4.74,scattered clouds,2021-01-17 16:30:14
594,Puerto Narino,CO,-3.7703,-70.3831,89.6,66,20,6.91,few clouds,2021-01-17 16:30:14
595,Pangai,TO,-19.8,-174.35,80.82,76,100,2.15,overcast clouds,2021-01-17 16:30:14
596,Hualmay,PE,-11.0964,-77.6139,76.15,66,50,13.76,scattered clouds,2021-01-17 16:30:14
597,Garissa,KE,-0.4536,39.6401,89.51,35,99,9.42,overcast clouds,2021-01-17 16:30:14
598,Hearst,CA,49.6835,-83.6665,3.2,85,60,4.61,broken clouds,2021-01-17 16:30:14
599,Nidamangalam,IN,10.7717,79.4145,68.83,85,18,7.58,few clouds,2021-01-17 16:30:14
600,Dunedin,NZ,-45.8742,170.5036,53.01,80,100,4.0,moderate rain,2021-01-17 16:30:14
601,Puerto Escondido,MX,15.85,-97.0667,82.65,57,28,3.96,scattered clouds,2021-01-17 16:30:14
602,Avera,US,33.194,-82.5271,46.4,46,1,12.66,clear sky,2021-01-17 16:27:49
603,Bokoro,TD,12.3807,17.0568,82.4,15,19,8.75,few clouds,2021-01-17 16:30:15
604,Hvolsvollur,IS,63.7533,-20.2243,37.4,87,40,25.32,scattered clouds,2021-01-17 16:30:15
605,Cap-Aux-Meules,CA,47.3821,-61.8597,37.4,93,96,23.02,overcast clouds,2021-01-17 16:30:15
606,Itanagar,IN,27.1,93.6167,60.04,63,0,3.56,clear sky,2021-01-17 16:30:16
607,Black Diamond,US,47.3087,-122.0032,45.0,98,99,0.51,overcast clouds,2021-01-17 16:29:55
608,Kizel,RU,59.0471,57.6477,-4.0,73,100,3.0,overcast clouds,2021-01-17 16:30:16
609,Anadyr,RU,64.75,177.4833,-7.6,71,20,11.18,light snow,2021-01-17 16:30:16
610,Yuanping,CN,38.7153,112.7575,19.31,64,0,2.73,clear sky,2021-01-17 16:30:16
611,Sabang,ID,5.8933,95.3214,82.02,80,9,18.5,light rain,2021-01-17 16:30:16
612,Opole Lubelskie,PL,51.1478,21.969,12.0,83,100,1.99,overcast clouds,2021-01-17 16:30:16
613,Krasnaya Poyma,RU,55.0014,39.08,-11.0,79,56,3.53,broken clouds,2021-01-17 16:30:16
614,Seymchan,RU,62.8833,152.4333,-30.41,82,100,2.77,overcast clouds,2021-01-17 16:30:16
615,Kurumkan,RU,54.3,110.3,-27.06,69,12,2.71,few clouds,2021-01-17 16:30:16
616,Tyukalinsk,RU,55.8732,72.1967,14.56,94,87,18.01,overcast clouds,2021-01-17 16:30:16
617,Tazovskiy,RU,67.4667,78.7,-13.59,89,100,18.32,light snow,2021-01-17 16:30:16
618,Campo Maior,BR,-4.8278,-42.1686,85.68,69,76,1.52,broken clouds,2021-01-17 16:30:17
619,Chumikan,RU,54.7183,135.315,-21.17,77,90,7.58,overcast clouds,2021-01-17 16:30:17
620,Maamba,ZM,-17.3667,27.15,74.34,88,100,0.81,light rain,2021-01-17 16:30:17
621,Gamba,GA,-2.65,10.0,79.92,78,48,8.52,scattered clouds,2021-01-17 16:30:17
622,Vestmanna,FO,62.1564,-7.1664,39.2,87,75,5.75,light rain,2021-01-17 16:30:17
623,Amapa,BR,1.0,-52.0,83.16,78,30,3.71,scattered clouds,2021-01-17 16:30:17
624,Reze,FR,47.1814,-1.5497,48.2,66,0,4.61,clear sky,2021-01-17 16:30:17
625,Lere,NG,10.387,8.5726,83.23,15,1,5.01,clear sky,2021-01-17 16:30:17
626,Champerico,GT,14.3,-91.9167,82.4,78,40,4.61,scattered clouds,2021-01-17 16:30:18
627,Antofagasta,CL,-23.65,-70.4,72.0,60,20,11.5,few clouds,2021-01-17 16:30:18
628,Sechura,PE,-5.5569,-80.8222,82.09,53,74,8.34,broken clouds,2021-01-17 16:30:18
629,Baruun-Urt,MN,46.6806,113.2792,-14.49,89,12,7.14,few clouds,2021-01-17 16:30:18
630,George Town,MY,5.4112,100.3354,82.4,65,40,9.22,scattered clouds,2021-01-17 16:30:18
631,Otukpo,NG,7.1913,8.1329,95.77,17,30,4.07,scattered clouds,2021-01-17 16:30:18
632,Jining,CN,35.405,116.5814,30.43,76,0,7.99,clear sky,2021-01-17 16:30:19
633,Rassvet,RU,46.8333,40.75,21.29,97,100,19.13,snow,2021-01-17 16:30:19
634,Puri,IN,19.8,85.85,68.0,83,0,4.61,mist,2021-01-17 16:30:19
635,Eydhafushi,MV,5.1033,73.0708,82.51,72,0,10.89,clear sky,2021-01-17 16:30:19
636,Suntar,RU,62.1444,117.6319,-35.41,81,100,6.73,overcast clouds,2021-01-17 16:30:19
637,Egvekinot,RU,66.3167,-179.1667,-14.31,86,100,11.99,overcast clouds,2021-01-17 16:30:19
638,Xai-Xai,MZ,-25.0519,33.6442,78.98,79,99,14.97,overcast clouds,2021-01-17 16:30:19
639,Cochabamba,BO,-17.3895,-66.1568,55.4,100,90,9.22,moderate rain,2021-01-17 16:30:19
640,Iquitos,PE,-3.7481,-73.2472,89.6,58,20,9.22,few clouds,2021-01-17 16:29:34
641,Lloydminster,CA,53.2835,-110.0016,26.6,93,90,10.36,light snow,2021-01-17 16:25:52
642,Raxaul,IN,26.9833,84.85,59.49,63,0,3.53,clear sky,2021-01-17 16:30:19
643,Filingue,NE,14.3521,3.3168,87.64,12,100,6.91,overcast clouds,2021-01-17 16:30:19
644,Kikwit,CD,-5.041,18.8162,78.51,73,100,1.74,light rain,2021-01-17 16:30:19
645,Poum,NC,-20.2333,164.0167,81.52,84,100,9.46,moderate rain,2021-01-17 16:30:20
646,Maumere,ID,-8.6199,122.2111,79.77,82,99,10.11,moderate rain,2021-01-17 16:30:20
647,Acapulco,MX,16.8634,-99.8901,82.4,69,40,3.02,scattered clouds,2021-01-17 16:30:20
648,Uchaly,RU,54.2996,59.4521,-5.67,88,22,7.58,few clouds,2021-01-17 16:30:20
649,Puerto Baquerizo Moreno,EC,-0.9,-89.6,82.4,74,20,10.36,few clouds,2021-01-17 16:30:20
650,Kozluk,TR,38.1938,41.4885,46.4,87,75,4.61,heavy intensity rain,2021-01-17 16:30:20
651,Margate,GB,51.3813,1.3862,43.0,80,62,1.99,broken clouds,2021-01-17 16:30:20
652,Sistranda,NO,63.7256,8.834,26.6,80,40,20.71,scattered clouds,2021-01-17 16:30:20
653,Kouvola,FI,60.8667,26.7,19.99,93,90,4.61,overcast clouds,2021-01-17 16:30:20
654,Zamboanguita,PH,9.1025,123.1996,82.4,78,75,6.91,moderate rain,2021-01-17 16:30:20
655,Kahului,US,20.8947,-156.47,71.6,83,40,3.44,light rain,2021-01-17 16:30:21
656,Fairbanks,US,64.8378,-147.7164,8.6,92,90,2.64,overcast clouds,2021-01-17 16:30:02
657,Maputo,MZ,-25.9653,32.5892,82.0,74,75,16.11,broken clouds,2021-01-17 16:30:21
658,Kigoma,TZ,-4.8769,29.6267,82.4,69,20,8.05,light rain,2021-01-17 16:30:21
659,Kitui,KE,-1.367,38.0106,67.26,89,92,3.98,overcast clouds,2021-01-17 16:30:21
660,Kasongo,CD,-4.45,26.6667,72.41,87,87,1.16,overcast clouds,2021-01-17 16:30:21
661,Honningsvag,NO,70.9821,25.9704,37.4,81,75,13.8,broken clouds,2021-01-17 16:30:21
662,Ilam,NP,26.9167,87.9167,52.23,65,0,4.05,clear sky,2021-01-17 16:30:21
663,Xining,CN,36.6167,101.7667,16.75,61,0,2.73,clear sky,2021-01-17 16:30:21
664,San Ramon,US,37.7799,-121.978,55.99,71,1,3.15,clear sky,2021-01-17 16:30:08
665,Atbasar,KZ,51.8,68.3333,16.36,95,87,14.16,overcast clouds,2021-01-17 16:30:22
666,Gat,IL,31.61,34.7642,60.01,58,54,3.0,light rain,2021-01-17 16:29:05
667,Palmital,BR,-22.7889,-50.2175,70.16,96,100,7.29,overcast clouds,2021-01-17 16:30:22
668,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,75.2,94,75,10.36,moderate rain,2021-01-17 16:30:22
669,Majene,ID,-3.5403,118.9707,79.56,68,100,5.93,overcast clouds,2021-01-17 16:30:22
670,Puerto Cabezas,NI,14.0351,-83.3888,84.2,84,75,9.22,broken clouds,2021-01-17 16:30:22
671,Beyneu,KZ,45.3167,55.2,35.87,82,98,12.82,overcast clouds,2021-01-17 16:30:22
672,Kaeo,NZ,-35.1,173.7833,60.01,94,9,3.0,clear sky,2021-01-17 16:30:22
673,La Primavera,CO,5.4906,-70.4092,90.36,44,42,13.6,scattered clouds,2021-01-17 16:30:22
674,Husavik,IS,66.0449,-17.3389,33.8,80,75,3.44,snow,2021-01-17 16:30:23
675,Mitchell,US,43.7094,-98.0298,32.0,69,90,16.11,overcast clouds,2021-01-17 16:30:23
676,Praxedis Guerrero,MX,31.3667,-106.0167,46.99,26,40,5.75,scattered clouds,2021-01-17 16:30:23
677,Sorland,NO,67.667,12.6934,37.4,81,75,9.22,broken clouds,2021-01-17 16:30:23
678,Riyadh,SA,24.6877,46.7219,77.0,27,0,6.91,clear sky,2021-01-17 16:29:12
679,Vila Franca Do Campo,PT,37.7167,-25.4333,63.0,88,40,16.11,light rain,2021-01-17 16:30:25
680,Mikhaylovka,RU,50.06,43.2379,3.99,86,100,5.64,overcast clouds,2021-01-17 16:30:25
681,Boddam,GB,57.4667,-1.7833,41.0,75,74,10.36,broken clouds,2021-01-17 16:30:25
682,Zavallya,UA,48.2135,30.0156,16.97,91,93,3.42,overcast clouds,2021-01-17 16:30:25
683,Sisimiut,GL,66.9395,-53.6735,18.43,92,100,25.03,light snow,2021-01-17 16:30:25
684,Russell,US,32.3502,-85.1999,48.0,57,20,6.13,few clouds,2021-01-17 16:30:25
685,Caravelas,BR,-17.7125,-39.2481,84.07,57,59,9.8,broken clouds,2021-01-17 16:30:26
686,Hervey Bay,AU,-25.2986,152.8535,75.99,82,66,1.01,broken clouds,2021-01-17 16:30:26
687,Porto Franco,BR,-6.3383,-47.3992,87.53,61,46,5.68,light rain,2021-01-17 16:30:26
688,Carballo,ES,43.213,-8.691,55.0,86,77,1.14,broken clouds,2021-01-17 16:30:26
689,Maneromango,TZ,-7.1988,38.7848,84.2,79,20,13.8,few clouds,2021-01-17 16:30:26
690,Vidalia,US,32.2177,-82.4135,48.2,46,1,6.91,clear sky,2021-01-17 16:30:27
