City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Francistown,BW,2021-01-17 03:02:20,-21.17,27.5079,70.36,89,97,8.97
295,Sechura,PE,2021-01-17 03:02:21,-5.5569,-80.8222,72.41,77,98,11.14
296,Salalah,OM,2021-01-17 03:02:21,17.0151,54.0924,66.2,22,0,8.05
297,Cody,US,2021-01-17 03:00:13,44.5263,-109.0565,30.99,59,1,4.61
298,Chicama,PE,2021-01-17 03:02:21,-7.8447,-79.1469,71.29,79,98,4.59
299,Greenwood,US,2021-01-17 03:02:21,34.1668,-82.1165,35.01,64,1,8.05
300,Vilyuysk,RU,2021-01-17 03:02:21,63.7553,121.6247,-41.49,80,97,7.25
301,Hokitika,NZ,2021-01-17 03:02:21,-42.7167,170.9667,62.4,81,58,15.88
302,Tasiilaq,GL,2021-01-17 03:02:21,65.6145,-37.6368,30.2,93,75,1.14
303,Shelburne,CA,2021-01-17 03:02:21,44.0787,-80.2041,32.0,95,100,15.19
304,Beloha,MG,2021-01-17 03:02:22,-25.1667,45.05,76.33,71,46,3.58
305,Henties Bay,NA,2021-01-17 03:02:22,-22.116,14.2845,66.99,84,2,1.99
306,Khanpur,PK,2021-01-17 03:02:22,28.6453,70.6567,57.34,27,0,6.4
307,Tapes,BR,2021-01-17 03:02:22,-30.6733,-51.3958,73.36,92,39,4.97
308,Lancaster,US,2021-01-17 02:59:04,40.2504,-76.2499,37.4,65,20,13.8
309,Haines Junction,CA,2021-01-17 03:02:22,60.7522,-137.5108,21.2,93,100,1.14
310,Altamira,BR,2021-01-17 03:02:22,-3.2033,-52.2064,73.67,87,100,2.93
311,Betsiamites,CA,2021-01-17 03:02:23,48.9413,-68.646,30.2,80,90,26.46
312,Wairoa,NZ,2021-01-17 03:02:23,-39.0333,177.3667,84.0,45,98,5.99
313,Sangar,RU,2021-01-17 03:02:23,63.9242,127.4739,-36.92,81,100,3.76
314,Rio Gallegos,AR,2021-01-17 03:02:23,-51.6226,-69.2181,57.2,82,40,6.91
315,Sao Borja,BR,2021-01-17 03:02:23,-28.6606,-56.0044,72.9,92,100,14.2
316,Belmonte,BR,2021-01-17 03:02:23,-15.8631,-38.8828,77.0,78,20,8.05
317,Sioux Lookout,CA,2021-01-17 03:02:23,50.1001,-91.917,5.0,85,40,2.42
318,Griffith,US,2021-01-17 03:02:23,41.5284,-87.4237,35.6,93,90,5.75
319,Sterling,US,2021-01-17 03:01:31,39.0062,-77.4286,36.0,55,20,11.5
320,Baikunthpur,IN,2021-01-17 03:02:24,23.25,82.55,58.64,34,0,3.56
321,Byron Bay,AU,2021-01-17 03:02:24,-28.65,153.6167,82.99,47,40,11.5
322,High Level,CA,2021-01-17 03:02:24,58.5169,-117.136,12.2,100,1,3.44
323,Erzincan,TR,2021-01-17 03:02:24,39.75,39.5,39.2,87,75,4.61
324,Pangnirtung,CA,2021-01-17 03:02:24,66.1451,-65.7125,2.66,89,100,4.27
325,Samarai,PG,2021-01-17 02:58:29,-10.6167,150.6667,86.02,72,97,18.37
326,Lethem,GY,2021-01-17 03:02:24,3.3803,-59.7968,76.73,80,100,11.45
327,Paka,MY,2021-01-17 03:01:26,4.6374,103.4368,80.6,78,40,6.91
328,Mimongo,GA,2021-01-17 03:02:24,-1.6195,11.6068,69.1,95,92,1.86
329,Guangyuan,CN,2021-01-17 03:02:25,32.442,105.823,43.0,36,67,2.95
330,Gat,IL,2021-01-17 03:02:25,31.61,34.7642,53.01,58,0,5.01
331,Altay,CN,2021-01-17 03:02:25,47.8667,88.1167,13.01,54,25,1.74
332,Inhambane,MZ,2021-01-17 03:02:25,-23.865,35.3833,79.09,90,100,7.49
333,Verkhoyansk,RU,2021-01-17 03:02:25,67.5447,133.385,-43.92,77,76,0.56
334,Kasongo,CD,2021-01-17 03:02:25,-4.45,26.6667,65.01,91,81,2.3
335,Christchurch,NZ,2021-01-17 03:02:25,-43.5333,172.6333,81.0,31,20,17.27
336,Kovernino,RU,2021-01-17 03:02:25,57.1253,43.8142,-4.29,91,100,7.7
337,Kyren,RU,2021-01-17 03:02:25,51.6828,102.1408,4.98,82,57,0.94
338,Hukuntsi,BW,2021-01-17 03:02:25,-24.0,21.75,71.87,32,94,9.48
339,Lorengau,PG,2021-01-17 03:01:07,-2.0226,147.2712,83.88,80,95,13.09
340,Khonsa,IN,2021-01-17 03:02:26,27.0167,95.5667,58.66,83,90,0.58
341,Poronaysk,RU,2021-01-17 03:02:26,49.2167,143.1167,-1.84,85,0,5.61
342,Meridian,US,2021-01-17 02:57:46,43.6121,-116.3915,34.0,100,40,1.77
343,Saint George,US,2021-01-17 03:02:26,37.1041,-113.5841,54.0,32,1,11.5
344,Lasa,IT,2021-01-17 03:02:26,46.6166,10.7002,24.01,79,0,5.75
345,Tungor,RU,2021-01-17 03:02:26,53.3808,142.9564,-13.14,87,15,14.54
346,Zhigansk,RU,2021-01-17 03:02:26,66.7697,123.3711,-38.04,82,99,6.29
347,Sakakah,SA,2021-01-17 03:02:26,29.9697,40.2064,46.4,57,0,4.61
348,Don Sak,TH,2021-01-17 03:02:26,9.3168,99.6918,82.4,74,20,9.22
349,Sao Joao Do Piaui,BR,2021-01-17 03:02:27,-8.3581,-42.2467,72.81,57,40,0.96
350,Hithadhoo,MV,2021-01-17 03:02:27,-0.6,73.0833,81.1,74,99,11.18
351,Bajil,YE,2021-01-17 03:02:27,15.0584,43.2851,70.75,79,4,3.38
352,Poum,NC,2021-01-17 03:02:27,-20.2333,164.0167,82.96,79,100,8.28
353,Salym,RU,2021-01-17 03:02:27,60.0625,71.4789,13.21,96,99,9.46
354,Zamora,EC,2021-01-17 03:00:35,-4.0692,-78.9567,67.95,72,87,4.9
355,Nioki,CD,2021-01-17 03:02:27,-2.7167,17.6833,70.03,93,33,2.19
356,Kaspiyskiy,RU,2021-01-17 03:02:28,45.3929,47.3707,30.07,94,100,13.98
357,Omboue,GA,2021-01-17 03:02:28,-1.5746,9.2618,76.96,88,94,6.89
358,Yining,CN,2021-01-17 03:02:28,29.0361,114.5636,45.9,51,0,4.54
359,Abomsa,ET,2021-01-17 03:02:28,9.9833,39.9833,61.59,51,0,2.44
360,Sanjwal,PK,2021-01-17 03:02:28,33.7608,72.4336,46.6,50,36,2.19
361,Guaratinga,BR,2021-01-17 03:02:28,-16.5667,-39.5667,77.0,78,20,8.05
362,Puerto Madryn,AR,2021-01-17 02:58:59,-42.7692,-65.0385,59.32,53,0,12.73
363,Port-Cartier,CA,2021-01-17 03:02:28,50.0334,-66.8654,28.4,86,100,11.5
364,Mareeba,AU,2021-01-17 03:02:28,-17.0,145.4333,86.0,72,99,5.01
365,Rantauprapat,ID,2021-01-17 03:02:28,2.1,99.8333,84.69,66,97,0.36
366,Sao Jose Da Coroa Grande,BR,2021-01-17 03:02:28,-8.8978,-35.1478,76.89,82,18,9.04
367,Quipot,PH,2021-01-17 03:02:28,13.9317,121.3158,81.0,70,100,11.01
368,Natal,BR,2021-01-17 02:57:36,-5.795,-35.2094,80.6,69,40,13.8
369,Polunochnoye,RU,2021-01-17 03:02:29,60.8697,60.4153,-8.05,92,100,4.45
370,Shimoda,JP,2021-01-17 03:02:29,34.6667,138.95,50.0,62,75,9.22
371,Krasnoarmeysk,RU,2021-01-17 03:02:29,51.0239,45.6969,1.11,93,72,15.39
372,Dongli,CN,2021-01-17 03:02:29,23.5656,116.8194,60.8,59,6,8.95
373,Zhob,PK,2021-01-17 03:02:29,31.3411,69.4481,45.93,43,0,2.3
374,Kaitangata,NZ,2021-01-17 03:02:29,-46.2817,169.8464,56.88,86,84,6.02
375,Tabou,CI,2021-01-17 03:02:29,4.423,-7.3528,77.67,85,5,6.29
376,Turochak,RU,2021-01-17 03:02:29,52.2576,87.1224,14.2,90,100,2.95
377,Goderich,CA,2021-01-17 03:02:29,43.7501,-81.7165,32.0,86,100,11.5
378,Nantucket,US,2021-01-17 03:02:29,41.2835,-70.0995,42.8,87,1,16.11
379,Porto Seguro,BR,2021-01-17 03:02:19,-16.4497,-39.0647,77.0,78,20,8.05
380,Novovasylivka,UA,2021-01-17 03:02:30,46.8315,35.7536,23.38,84,100,11.3
381,Nishihara,JP,2021-01-17 03:02:30,26.1842,127.7558,60.8,58,90,17.27
382,Syedove,UA,2021-01-17 03:02:30,47.0768,38.156,24.26,90,100,16.11
383,Antalaha,MG,2021-01-17 03:02:30,-14.9003,50.2788,76.66,82,13,5.75
384,Marawi,PH,2021-01-17 03:02:30,7.9986,124.2928,80.01,84,100,4.0
385,Afsin,TR,2021-01-17 03:02:30,38.2477,36.914,35.08,93,100,5.75
386,Sola,VU,2021-01-17 03:02:30,-13.8833,167.55,82.38,76,30,8.75
387,Avon Park,US,2021-01-17 03:02:30,27.5959,-81.5062,51.8,71,1,6.91
388,Rastolita,RO,2021-01-17 03:02:30,46.9726,24.9929,14.0,85,37,7.0
389,Nokaneng,BW,2021-01-17 03:02:31,-19.6667,22.2667,69.55,90,99,4.43
390,Kalmunai,LK,2021-01-17 03:02:31,7.4167,81.8167,77.49,85,70,6.8
391,Sao Joao Da Barra,BR,2021-01-17 03:02:31,-21.6403,-41.0511,75.58,86,10,15.79
392,Oxford,GB,2021-01-17 03:00:12,51.7522,-1.256,42.8,75,75,10.36
393,Mizdah,LY,2021-01-17 03:02:31,31.4451,12.9801,43.23,78,0,14.67
394,Somotillo,NI,2021-01-17 03:02:31,13.0433,-86.9064,79.48,60,100,5.64
395,Gorontalo,ID,2021-01-17 03:02:31,0.5412,123.0595,87.1,55,100,4.27
396,The Valley,AI,2021-01-17 03:02:31,18.217,-63.0578,78.01,78,20,5.75
397,Moyo,UG,2021-01-17 03:02:31,3.6609,31.7247,68.65,38,94,1.68
398,Thanh Hoa,VN,2021-01-17 03:02:31,19.8,105.7667,61.3,65,100,13.76
399,Taga,RO,2021-01-17 03:02:31,46.95,24.05,18.0,93,90,4.61
400,Naze,JP,2021-01-17 03:02:32,28.3667,129.4833,60.8,55,40,18.41
401,Hami,CN,2021-01-17 03:02:32,42.8,93.45,20.98,65,0,1.23
402,Mehamn,NO,2021-01-17 03:02:32,71.0357,27.8492,34.43,91,98,16.69
403,Camopi,GF,2021-01-17 03:02:32,3.1655,-52.3158,71.65,98,100,1.59
404,Ossora,RU,2021-01-17 03:02:32,59.2353,163.0719,-8.55,90,100,9.82
405,Varkaus,FI,2021-01-17 03:02:32,62.3153,27.873,12.99,85,90,2.3
406,Wajir,KE,2021-01-17 03:02:32,1.7471,40.0573,74.23,77,0,12.84
407,Lichinga,MZ,2021-01-17 03:02:32,-13.3128,35.2406,61.52,94,91,2.17
408,Arkadak,RU,2021-01-17 03:02:32,51.9326,43.4978,-3.68,92,99,9.42
409,Barbastro,ES,2021-01-17 03:02:32,42.0356,0.1269,42.01,48,0,10.36
410,Alamogordo,US,2021-01-17 03:00:10,32.8995,-105.9603,51.01,22,1,10.36
411,Jaunjelgava,LV,2021-01-17 03:02:33,56.6167,25.0833,1.81,91,61,2.95
412,Dwarahat,IN,2021-01-17 03:02:33,29.7833,79.4333,48.85,48,0,2.82
413,Anadyr,RU,2021-01-17 03:02:33,64.75,177.4833,-9.0,77,0,6.71
414,Batemans Bay,AU,2021-01-17 03:00:36,-35.7167,150.1833,75.99,51,0,3.0
415,Aykhal,RU,2021-01-17 03:02:33,66.0,111.5,-33.77,80,100,5.19
416,Kraskino,RU,2021-01-17 03:02:33,42.7114,130.7794,13.19,76,65,16.37
417,Menongue,AO,2021-01-17 03:02:33,-14.6585,17.691,59.04,71,85,4.72
418,Ugoofaaru,MV,2021-01-17 03:02:33,5.6667,73.0,81.16,77,51,10.33
419,Chuy,UY,2021-01-17 03:02:33,-33.6971,-53.4616,68.63,91,84,8.03
420,Soddy-Daisy,US,2021-01-17 03:00:36,35.2359,-85.1908,39.0,71,100,3.0
421,Namibe,AO,2021-01-17 03:02:33,-15.1961,12.1522,71.58,75,77,5.1
422,Revda,RU,2021-01-17 03:02:34,56.801,59.9303,14.0,85,40,6.71
423,Katobu,ID,2021-01-17 03:02:34,-4.9408,122.5276,80.92,85,100,4.47
424,Barabai,ID,2021-01-17 03:02:34,-2.5833,115.3833,86.56,60,100,4.32
425,Kilindoni,TZ,2021-01-17 03:02:34,-7.9139,39.6668,80.71,80,86,12.55
426,Harper,LR,2021-01-17 03:02:34,4.375,-7.7169,77.56,83,3,4.7
427,Ahipara,NZ,2021-01-17 03:02:34,-35.1667,173.1667,72.12,78,85,13.02
428,Murgab,TM,2021-01-17 03:02:34,37.4966,61.9714,37.4,87,0,6.91
429,Inuvik,CA,2021-01-17 03:02:34,68.3499,-133.7218,-9.4,77,85,6.91
430,Okha,RU,2021-01-17 03:02:34,53.5739,142.9478,-12.73,86,14,14.81
431,Morehead,US,2021-01-17 03:02:35,37.2711,-87.1764,37.4,70,90,6.91
432,Katherine,AU,2021-01-17 03:02:35,-14.4667,132.2667,93.2,52,40,10.36
433,Pemangkat,ID,2021-01-17 03:02:35,1.1667,108.9667,80.46,82,100,11.14
434,Talnakh,RU,2021-01-17 03:02:35,69.4865,88.3972,-25.78,68,0,6.8
435,Ternate,ID,2021-01-17 03:02:35,0.8,127.4,81.68,75,100,6.06
436,Arlit,NE,2021-01-17 03:02:35,18.7369,7.3853,66.45,21,1,7.07
437,Benghazi,LY,2021-01-17 03:02:35,32.1167,20.0667,54.68,76,100,13.56
438,Plettenberg Bay,ZA,2021-01-17 03:02:35,-34.0527,23.3716,66.69,79,89,7.07
439,Pagudpud,PH,2021-01-17 03:02:35,18.5616,120.7868,78.8,73,20,25.32
440,Komsomolskiy,UZ,2021-01-17 03:02:35,40.4272,71.7189,32.0,69,0,6.91
441,Marigot,MF,2021-01-17 03:02:36,18.0667,-63.0833,78.01,78,20,5.75
442,Tilbury,GB,2021-01-17 03:02:36,51.4625,0.3586,43.0,82,100,9.89
443,Roma,US,2021-01-17 03:01:32,43.2128,-75.4557,35.01,80,90,12.66
444,Gaziantep,TR,2021-01-17 03:02:36,37.0594,37.3825,44.6,100,90,11.5
445,Karonga,MW,2021-01-17 03:02:36,-9.9333,33.9333,73.99,74,100,3.71
446,Kuching,MY,2021-01-17 03:02:36,1.55,110.3333,82.4,83,40,4.61
447,Uvalde,US,2021-01-17 03:02:36,29.3669,-99.767,53.01,36,1,8.05
448,Fergus Falls,US,2021-01-17 03:02:36,46.283,-96.0776,19.99,93,90,3.44
449,Bela,IN,2021-01-17 03:02:36,25.9333,81.9833,55.2,53,0,3.49
450,Barcelona,ES,2021-01-17 02:57:40,41.3888,2.159,46.99,61,0,9.22
451,Xai-Xai,MZ,2021-01-17 03:02:36,-25.0519,33.6442,79.02,89,98,12.93
452,San Pedro De Tutule,HN,2021-01-17 03:02:36,14.25,-87.85,66.2,100,90,11.5
453,Neiafu,TO,2021-01-17 03:01:14,-18.65,-173.9833,86.0,74,75,5.75
454,Muzhi,RU,2021-01-17 03:02:37,65.3667,64.6667,-12.14,90,100,9.17
455,Bathsheba,BB,2021-01-17 03:02:37,13.2167,-59.5167,78.8,69,40,17.27
456,Mackay,AU,2021-01-17 03:02:37,-21.15,149.2,84.2,74,40,11.5
457,Kirakira,SB,2021-01-17 03:02:37,-10.4544,161.9205,86.07,65,69,6.53
458,Zhoucheng,CN,2021-01-17 03:02:37,35.9122,116.3117,36.46,60,0,6.89
459,Faanui,PF,2021-01-17 03:02:37,-16.4833,-151.75,81.82,76,0,12.19
460,Grand Gaube,MU,2021-01-17 02:58:26,-20.0064,57.6608,81.0,79,92,5.01
461,Kandrian,PG,2021-01-17 03:02:37,-6.2167,149.55,86.14,69,97,6.87
462,Buala,SB,2021-01-17 03:02:37,-8.145,159.5921,86.74,60,74,7.09
463,Northam,GB,2021-01-17 03:02:38,51.0333,-4.2167,46.0,81,89,14.0
464,Suhbaatar,MN,2021-01-17 03:01:12,50.2314,106.2078,-3.6,82,96,2.42
465,Tiksi,RU,2021-01-17 03:02:38,71.6872,128.8694,-18.38,88,100,10.27
466,Aden,YE,2021-01-17 03:02:38,12.7794,45.0367,75.07,68,0,5.95
467,Ewing,US,2021-01-17 03:02:38,40.2698,-74.7999,37.99,64,1,5.75
468,Vao,NC,2021-01-17 03:02:38,-22.6667,167.4833,78.31,86,100,13.31
469,Pasni,PK,2021-01-17 03:02:11,25.2631,63.471,65.95,48,0,6.38
470,Luanda,AO,2021-01-17 03:00:00,-8.8368,13.2343,77.0,88,75,4.61
471,Ust-Kuyga,RU,2021-01-17 03:02:38,70.0167,135.6,-19.03,86,100,3.69
472,Beysehir,TR,2021-01-17 03:02:39,37.6773,31.7246,39.72,75,70,8.84
473,Gari,RU,2021-01-17 03:02:39,59.4307,62.3497,-9.29,91,91,4.54
474,Hervey Bay,AU,2021-01-17 03:02:39,-25.2986,152.8535,87.01,67,93,4.0
475,Tsimlyansk,RU,2021-01-17 03:02:39,47.6461,42.1019,15.15,93,94,6.11
476,Lenger,KZ,2021-01-17 03:02:39,42.183,69.8839,33.8,80,0,6.71
477,Basco,PH,2021-01-17 03:02:39,20.4487,121.9702,70.66,81,97,41.25
478,Ocampo,MX,2021-01-17 03:02:39,21.65,-101.5,54.55,41,96,9.73
479,Trairi,BR,2021-01-17 02:59:38,-3.2778,-39.2689,78.39,84,50,8.95
480,Severnyy-Kospashskiy,RU,2021-01-17 03:02:40,59.0925,57.8008,8.01,73,100,3.0
481,Ganganagar,IN,2021-01-17 03:02:40,29.9167,73.8833,51.62,42,0,5.19
482,Bilibino,RU,2021-01-17 03:02:40,68.0546,166.4372,-15.84,85,99,2.17
483,Dana Point,US,2021-01-17 03:00:53,33.467,-117.6981,66.99,52,55,1.45
484,Bueno Brandao,BR,2021-01-17 03:02:40,-22.4408,-46.3508,62.83,96,100,6.49
485,Lazaro Cardenas,MX,2021-01-17 03:02:40,17.9583,-102.2,75.45,79,96,2.24
486,Los Negros,BO,2021-01-17 03:02:40,-17.7333,-63.4333,77.0,88,75,16.11
487,Maxixe,MZ,2021-01-17 03:02:40,-23.8597,35.3472,78.21,91,100,6.58
488,Port Jervis,US,2021-01-17 03:01:51,41.3751,-74.6927,33.01,77,36,8.39
489,Flinders,AU,2021-01-17 03:02:41,-34.5833,150.8552,81.0,49,75,11.5
490,Ascension,US,2021-01-17 03:02:41,30.2169,-90.9001,39.99,75,1,2.75
491,Ahome,MX,2021-01-17 03:02:41,25.9167,-109.1833,59.0,82,1,6.91
492,Amga,RU,2021-01-17 03:02:41,60.8953,131.9608,-36.63,79,100,3.13
493,Gornyak,RU,2021-01-17 03:02:41,50.9942,81.4661,19.18,82,100,24.11
494,Nouakchott,MR,2021-01-17 03:02:41,18.0858,-15.9785,64.4,9,100,6.91
495,Morondava,MG,2021-01-17 03:02:41,-20.2833,44.2833,80.11,82,19,5.08
496,Horta,PT,2021-01-17 03:02:41,38.5333,-28.6333,61.34,93,100,27.31
497,Nueva Loja,EC,2021-01-17 03:02:41,0.0847,-76.8828,74.41,86,71,1.68
498,Tautira,PF,2021-01-17 03:02:42,-17.7333,-149.15,84.2,61,40,12.66
499,Sebring,US,2021-01-17 03:02:42,27.4956,-81.4409,51.8,71,1,6.91
500,Candelaria,PH,2021-01-17 03:02:42,13.9311,121.4233,81.0,70,100,11.01
501,Viedma,AR,2021-01-17 03:02:42,-40.8135,-62.9967,57.18,72,31,10.36
502,Woodend,NZ,2021-01-17 03:02:42,-43.3167,172.6667,81.0,31,20,17.27
503,Bria,CF,2021-01-17 03:02:42,6.5423,21.9863,62.73,37,61,1.25
504,Nelson Bay,AU,2021-01-17 02:58:44,-32.7167,152.15,77.0,41,27,16.11
505,San Quintin,MX,2021-01-17 03:02:42,30.4833,-115.95,63.37,43,0,1.14
506,Margate,GB,2021-01-17 03:02:42,51.3813,1.3862,43.0,82,100,4.0
507,Kiama,AU,2021-01-17 02:58:42,-34.6833,150.8667,73.4,49,75,11.5
508,Antofagasta,CL,2021-01-17 03:01:19,-23.65,-70.4,66.2,77,0,5.75
509,Koulikoro,ML,2021-01-17 03:02:42,14.0,-7.75,62.94,25,100,9.08
510,Ventspils,LV,2021-01-17 03:02:43,57.3894,21.5606,17.6,93,90,4.61
511,Elko,US,2021-01-17 03:02:43,41.0002,-115.5012,32.0,74,1,0.83
512,Znin,PL,2021-01-17 03:02:43,52.8496,17.7199,9.0,78,0,10.36
513,Rawah,IQ,2021-01-17 03:02:43,34.4816,41.9093,50.14,61,0,8.12
514,Kondinskoye,RU,2021-01-17 03:02:43,59.6481,67.41,1.02,94,97,9.44
515,Natchez,US,2021-01-17 03:02:43,31.5604,-91.4032,39.2,81,1,3.6
516,Iqaluit,CA,2021-01-17 03:01:15,63.7506,-68.5145,-5.8,71,75,5.75
517,Macau,MO,2021-01-17 03:02:04,22.2006,113.5461,62.6,55,20,21.85
518,Atlantic City,US,2021-01-17 03:02:43,39.3643,-74.4229,39.2,60,1,11.5
519,Ipora,BR,2021-01-17 03:02:43,-16.4419,-51.1178,68.0,97,100,0.96
520,Coolum Beach,AU,2021-01-17 03:02:44,-26.5333,153.1,80.01,85,98,9.08
521,Qasigiannguit,GL,2021-01-17 03:02:44,68.8193,-51.1922,17.6,41,32,13.8
522,Camacha,PT,2021-01-17 03:02:44,33.0833,-16.3333,59.0,82,40,10.36
523,Saint-Joseph,RE,2021-01-17 03:02:44,-21.3667,55.6167,79.0,73,0,3.44
524,Taguatinga,BR,2021-01-17 03:02:44,-12.3857,-46.5711,74.07,82,100,2.53
525,Killarney,IE,2021-01-17 03:02:44,52.05,-9.5167,39.04,84,37,4.52
526,Saint-Augustin,CA,2021-01-17 03:02:44,51.226,-58.6502,23.43,95,100,6.4
527,Mmathubudukwane,BW,2021-01-17 03:02:44,-24.6,26.4333,76.05,60,90,2.39
528,Pauini,BR,2021-01-17 03:02:44,-7.7136,-66.9764,74.66,95,96,1.72
529,Bajram Curri,AL,2021-01-17 03:02:44,42.3554,20.0784,30.2,37,0,10.36
530,Sampit,ID,2021-01-17 03:02:45,-2.5333,112.95,84.24,67,100,4.29
531,Semey,KZ,2021-01-17 03:02:45,50.4111,80.2275,14.0,62,0,4.47
532,Bambanglipuro,ID,2021-01-17 03:02:45,-7.95,110.2833,86.16,60,98,6.15
533,Dehloran,IR,2021-01-17 03:01:34,32.6941,47.2679,56.95,47,94,3.47
534,Zhezkazgan,KZ,2021-01-17 03:02:45,47.8043,67.7144,12.2,85,90,4.47
535,Tomohon,ID,2021-01-17 03:00:33,1.3346,124.8392,82.4,74,40,10.36
536,Shingu,JP,2021-01-17 03:00:25,33.7333,135.9833,48.2,43,40,20.71
537,San Cristobal,VE,2021-01-17 03:02:45,7.7669,-72.225,64.92,88,66,2.93
538,Rheinbach,DE,2021-01-17 03:02:45,50.6256,6.9491,30.0,91,100,3.0
539,Tungi,BD,2021-01-17 03:02:45,23.89,90.4058,60.8,94,40,2.57
540,Vandra,EE,2021-01-17 03:02:46,58.6481,25.0361,9.0,95,15,2.39
541,Lima,PE,2021-01-17 03:02:46,-12.0432,-77.0282,69.8,83,0,9.22
542,Chulakivka,UA,2021-01-17 03:02:46,46.3576,32.3514,10.4,85,0,13.42
543,Peniche,PT,2021-01-17 03:02:46,39.3558,-9.3811,42.01,80,0,1.01
544,Bayan,CN,2021-01-17 03:02:46,46.0833,127.4,-3.28,90,71,10.92
545,Kisanga,TZ,2021-01-17 03:02:46,-7.4362,37.7034,71.62,89,3,0.87
546,Springbok,ZA,2021-01-17 03:02:46,-29.6643,17.8865,54.73,76,0,1.36
547,Lingao,CN,2021-01-17 03:02:46,19.9103,109.6859,66.79,72,81,20.8
548,Karratha,AU,2021-01-17 02:57:53,-20.7377,116.8463,102.33,25,70,16.64
549,Almeirim,BR,2021-01-17 03:02:46,-1.5233,-52.5817,77.34,75,3,4.76
550,Schieder-Schwalenberg,DE,2021-01-17 03:02:47,51.8771,9.1954,28.99,91,100,5.01
551,Nuuk,GL,2021-01-17 03:02:47,64.1835,-51.7216,30.2,59,75,28.77
552,Loei,TH,2021-01-17 03:02:47,17.4167,101.5,71.01,94,75,2.3
553,Dafeng,CN,2021-01-17 03:02:47,23.4517,108.5881,45.09,63,100,12.5
554,Yulara,AU,2021-01-17 03:02:47,-25.2406,130.9889,82.4,23,0,14.97
555,Tres Arroyos,AR,2021-01-17 03:02:47,-38.3739,-60.2798,57.16,85,92,4.56
556,Gaomi,CN,2021-01-17 03:02:47,36.3833,119.7528,34.0,55,0,6.71
557,Falam,MM,2021-01-17 03:02:47,22.9167,93.6833,58.87,60,70,3.51
558,Piracuruca,BR,2021-01-17 03:02:47,-3.9281,-41.7092,73.54,93,100,3.47
559,Southbridge,US,2021-01-17 03:02:47,42.0751,-72.0334,36.0,90,94,1.99
560,Yonago,JP,2021-01-17 03:02:47,35.4333,133.3333,39.2,81,75,9.22
561,Shubarkuduk,KZ,2021-01-17 03:02:48,49.1447,56.4872,13.42,96,40,9.69
562,Jacareacanga,BR,2021-01-17 03:02:48,-6.2222,-57.7528,74.16,89,55,1.79
563,Mahina,PF,2021-01-17 03:02:48,-17.5065,-149.489,84.2,61,40,12.66
564,Damara,CF,2021-01-17 03:02:48,4.9608,18.7035,77.0,94,20,2.42
565,Lodwar,KE,2021-01-17 03:02:14,3.1191,35.5973,81.45,44,52,5.1
566,Harnai,PK,2021-01-17 03:02:48,30.1005,67.9374,49.41,36,0,1.32
567,Port Moresby,PG,2021-01-17 03:02:48,-9.4431,147.1797,91.4,62,40,9.22
568,Clonakilty,IE,2021-01-17 03:02:48,51.6231,-8.8706,39.2,87,40,6.91
569,Hindoria,IN,2021-01-17 03:02:48,23.9,79.5667,59.72,33,0,3.91
570,Gayeri,BF,2021-01-17 03:02:48,12.6497,0.4931,67.57,24,57,7.2
571,Tamandare,BR,2021-01-17 03:02:49,-8.7597,-35.1047,76.82,84,48,9.64
572,La Maddalena,IT,2021-01-17 03:02:49,41.2142,9.4083,46.4,75,0,9.22
573,Afrikanda,RU,2021-01-17 03:02:49,67.4429,32.7828,24.01,97,99,7.63
574,Ecoporanga,BR,2021-01-17 03:02:49,-18.3733,-40.8306,68.18,95,82,2.89
575,Salinas,US,2021-01-17 03:02:49,36.6777,-121.6555,53.6,94,90,8.05
576,Jaru,BR,2021-01-17 03:01:42,-10.4389,-62.4664,72.72,97,99,2.35
577,Mgachi,RU,2021-01-17 03:02:49,51.05,142.2667,-7.51,86,0,3.58
578,Punta Alta,AR,2021-01-17 03:02:49,-38.8759,-62.0736,65.55,47,85,15.14
579,Whitehaven,GB,2021-01-17 03:01:05,54.549,-3.5841,39.0,93,69,4.0
580,Constitucion,CL,2021-01-17 03:02:49,-35.3333,-72.4167,59.49,67,0,11.92
581,Alyangula,AU,2021-01-17 03:02:49,-13.8483,136.4192,80.6,83,75,13.8
582,Zwedru,LR,2021-01-17 03:02:49,6.0667,-8.1281,70.36,97,8,1.97
583,Madang,PG,2021-01-17 03:02:50,-5.2246,145.7966,86.49,65,96,5.84
